entity_type,owner_tg_chat_id,owner_tg_message_id,reaction,reaction_count
post,1735952236,222,👍,62
post,1735952236,222,🔥,8
post,2381061422,5,🔥,131
post,2381061422,5,❤,42
post,2381061422,5,❤‍🔥,18
post,2381061422,5,👍,1
post,2381061422,7,🔥,167
post,2381061422,7,❤,63
post,2381061422,7,👍,22
post,2381061422,7,💯,11
post,2381061422,7,❤‍🔥,2
post,2381061422,11,🔥,72
post,2381061422,11,❤,39
post,2381061422,11,🥰,8
post,2381061422,11,👍,4
post,2381061422,13,😱,67
post,2381061422,13,👍,40
post,2381061422,13,🙈,23
post,2381061422,13,🤣,17
post,2381061422,13,🔥,11
post,2381061422,13,👀,3
post,2381061422,13,🙉,3
post,2381061422,17,❤,152
post,2381061422,17,🔥,22
post,2381061422,17,❤‍🔥,11
post,2381061422,17,⚡,1
post,2381061422,19,❤,82
post,2381061422,19,🔥,18
post,2381061422,19,👏,6
post,2381061422,19,❤‍🔥,2
post,2381061422,20,❤,167
post,2381061422,20,🔥,51
post,2381061422,20,👍,9
post,2381061422,20,🥰,9
post,2381061422,20,❤‍🔥,4
post,2381061422,22,🔥,71
post,2381061422,22,❤‍🔥,22
post,2381061422,22,❤,13
post,2381061422,23,❤,87
post,2381061422,23,❤‍🔥,40
post,2381061422,23,🔥,38
post,2381061422,24,🤣,85
post,2381061422,24,😁,40
post,2381061422,25,❤,1
post,2381061422,26,❤,59
post,2381061422,26,🔥,18
post,2381061422,26,👍,9
post,2381061422,26,❤‍🔥,3
post,2381061422,27,🔥,93
post,2381061422,27,❤,50
post,2381061422,27,👍,23
post,2381061422,27,😘,7
post,2381061422,27,💘,2
post,2381061422,29,❤,94
post,2381061422,29,👍,24
post,2381061422,29,🔥,19
post,2381061422,29,❤‍🔥,4
post,2381061422,30,❤,83
post,2381061422,30,❤‍🔥,28
post,2381061422,30,🔥,22
post,2381061422,31,❤‍🔥,80
post,2381061422,31,❤,37
post,2381061422,31,🔥,19
post,2381061422,32,❤‍🔥,79
post,2381061422,32,❤,41
post,2381061422,32,🔥,23
post,2381061422,32,🕊,2
post,2381061422,35,🔥,194
post,2381061422,35,❤,33
post,2381061422,35,👏,28
post,2381061422,35,🥰,14
post,2381061422,35,👍,9
post,2381061422,35,🕊,1
post,2381061422,37,🔥,84
post,2381061422,37,❤,27
post,2381061422,37,⚡,7
post,2381061422,37,👍,2
post,2381061422,40,🔥,8
post,2381061422,40,🌚,1
post,2381061422,41,❤,117
post,2381061422,41,🔥,22
post,2381061422,41,👍,4
post,2381061422,41,😱,4
post,2381061422,42,❤‍🔥,51
post,2381061422,42,🤣,34
post,2381061422,42,❤,3
post,2381061422,42,🕊,1
post,2381061422,46,🔥,40
post,2381061422,46,❤,31
post,2381061422,46,👍,3
post,2381061422,46,🕊,1
post,2381061422,47,❤,92
post,2381061422,47,🔥,37
post,2381061422,47,👍,17
post,2381061422,47,🕊,4
post,2381061422,50,🔥,170
post,2381061422,50,❤,70
post,2381061422,50,👍,30
post,2381061422,50,🕊,7
post,2381061422,50,❤‍🔥,4
post,2381061422,51,❤,134
post,2381061422,51,🔥,45
post,2381061422,51,👍,16
post,2381061422,51,🤗,3
post,2381061422,51,❤‍🔥,2
post,2381061422,52,❤,154
post,2381061422,52,🔥,38
post,2381061422,52,❤‍🔥,12
post,2381061422,52,👍,5
post,2381061422,53,❤,44
post,2381061422,53,🔥,18
post,2381061422,53,🕊,7
post,2381061422,54,🔥,63
post,2381061422,54,❤,27
post,2381061422,55,❤,209
post,2381061422,55,❤‍🔥,47
post,2381061422,55,😍,18
post,2381061422,55,👍,5
post,2381061422,56,❤,196
post,2381061422,56,🔥,76
post,2381061422,56,🏆,54
post,2381061422,56,😁,19
post,2381061422,56,❤‍🔥,12
post,2381061422,56,😱,5
post,2381061422,56,🙏,3
post,2381061422,56,👍,2
post,2381061422,56,🥰,1
post,2381061422,57,🔥,187
post,2381061422,57,❤,62
post,2381061422,57,💯,17
post,2381061422,57,👏,5
post,2381061422,57,👍,3
post,2381061422,57,❤‍🔥,2
post,2381061422,57,🦄,2
post,2381061422,59,❤,91
post,2381061422,59,❤‍🔥,28
post,2381061422,59,👍,19
post,2381061422,59,🔥,11
post,2381061422,59,👏,9
post,2381061422,61,🔥,114
post,2381061422,61,❤,35
post,2381061422,61,❤‍🔥,11
post,2381061422,61,👍,2
post,2381061422,62,❤,109
post,2381061422,62,🔥,25
post,2381061422,62,👍,11
post,2381061422,62,😘,6
post,2381061422,62,😱,3
post,2381061422,62,🕊,2
post,2381061422,62,🤔,1
post,2381061422,64,❤,170
post,2381061422,64,🔥,87
post,2381061422,64,❤‍🔥,29
post,2381061422,64,👍,2
post,2381061422,64,👏,2
post,2381061422,64,😁,2
post,2381061422,66,❤,158
post,2381061422,66,👍,49
post,2381061422,66,🕊,10
post,2381061422,66,😁,9
post,2381061422,66,🤣,6
post,2381061422,66,🔥,4
post,2381061422,69,ReactionPaid(),1
post,2381061422,69,😱,102
post,2381061422,69,😭,80
post,2381061422,69,🙏,8
post,2381061422,69,❤,4
post,2381061422,70,ReactionPaid(),1
post,2381061422,70,🔥,86
post,2381061422,70,❤,47
post,2381061422,70,❤‍🔥,19
post,2381061422,75,ReactionPaid(),3
post,2381061422,75,❤,208
post,2381061422,75,❤‍🔥,43
post,2381061422,75,💯,37
post,2381061422,75,🔥,12
post,2381061422,75,👏,7
post,2381061422,75,😢,3
post,2381061422,76,ReactionPaid(),1
post,2381061422,76,❤‍🔥,275
post,2381061422,76,❤,113
post,2381061422,76,💯,31
post,2381061422,76,👍,17
post,2381061422,76,🔥,9
post,2381061422,77,ReactionPaid(),1
post,2381061422,77,❤,173
post,2381061422,77,❤‍🔥,32
post,2381061422,77,😍,12
post,2381061422,77,👍,3
post,2381061422,81,ReactionPaid(),1
post,2381061422,81,❤,240
post,2381061422,81,🔥,65
post,2381061422,81,🥰,26
post,2381061422,81,❤‍🔥,10
post,2381061422,81,👏,6
post,2381061422,98,ReactionPaid(),1
post,2381061422,98,❤,90
post,2381061422,98,❤‍🔥,21
post,2381061422,98,💯,13
post,2381061422,99,ReactionPaid(),1
post,2381061422,99,❤,152
post,2381061422,99,🎉,24
post,2381061422,99,🔥,21
post,2381061422,99,❤‍🔥,6
post,2381061422,99,🥰,1
post,2381061422,101,ReactionPaid(),4
post,2381061422,101,🔥,119
post,2381061422,101,❤,51
post,2381061422,101,😍,15
post,2381061422,101,🤣,11
post,2381061422,101,❤‍🔥,10
post,2381061422,101,👍,2
post,2381061422,101,🥰,1
post,2381061422,103,ReactionPaid(),2
post,2381061422,103,❤,247
post,2381061422,103,🔥,63
post,2381061422,103,❤‍🔥,30
post,2381061422,103,👍,3
post,2381061422,106,ReactionPaid(),1
post,2381061422,106,❤,97
post,2381061422,106,🙏,62
post,2381061422,106,👍,18
post,2381061422,106,🕊,4
post,2381061422,106,💯,1
post,2381061422,110,ReactionPaid(),1
post,2381061422,110,❤,86
post,2381061422,110,🔥,19
post,2381061422,110,💔,6
post,2381061422,110,🦄,4
post,2381061422,110,👏,2
post,2381061422,110,❤‍🔥,1
post,2381061422,112,ReactionPaid(),1
post,2381061422,112,❤,108
post,2381061422,112,🏆,13
post,2381061422,112,😇,6
post,2381061422,112,👍,4
post,2381061422,112,❤‍🔥,3
post,2381061422,117,ReactionPaid(),1
post,2381061422,117,❤,63
post,2381061422,117,❤‍🔥,3
post,2381061422,118,🔥,29
post,2381061422,119,🔥,24
post,2381061422,120,🔥,21
post,2381061422,120,❤,3
post,2381061422,120,😍,2
post,2381061422,121,🔥,21
post,2381061422,122,❤,19
post,2381061422,122,🔥,3
post,2381061422,124,❤,20
post,2381061422,126,ReactionPaid(),2
post,2381061422,126,❤,140
post,2381061422,126,👍,22
post,2381061422,126,🔥,13
post,2381061422,126,🥰,12
post,2381061422,126,❤‍🔥,3
post,2381061422,126,👏,3
post,2381061422,127,ReactionPaid(),1
post,2381061422,127,🔥,65
post,2381061422,127,❤,41
post,2381061422,127,⚡,7
post,2381061422,127,👏,3
post,2381061422,129,ReactionPaid(),1
post,2381061422,129,❤,82
post,2381061422,129,🔥,25
post,2381061422,129,👍,11
post,2381061422,132,ReactionPaid(),1
post,2381061422,132,❤,165
post,2381061422,132,❤‍🔥,26
post,2381061422,132,⚡,15
post,2381061422,132,👍,6
post,2381061422,132,👏,1
post,2381061422,133,ReactionPaid(),1
post,2381061422,133,❤,73
post,2381061422,133,🥰,8
post,2381061422,133,🙏,5
post,2381061422,133,💯,4
post,2381061422,136,❤,83
post,2381061422,136,🔥,36
post,2381061422,136,👏,7
post,2381061422,137,ReactionPaid(),1
post,2381061422,137,❤,158
post,2381061422,137,😁,93
post,2381061422,137,🔥,47
post,2381061422,137,🤣,25
post,2381061422,137,💯,11
post,2381061422,137,❤‍🔥,2
post,2381061422,138,ReactionPaid(),2
post,2381061422,138,❤‍🔥,96
post,2381061422,138,❤,42
post,2381061422,138,💯,34
post,2381061422,138,🔥,4
post,2381061422,139,ReactionPaid(),1
post,2381061422,139,❤,120
post,2381061422,139,🔥,34
post,2381061422,139,❤‍🔥,14
post,2381061422,139,👏,2
post,2381061422,141,ReactionPaid(),1
post,2381061422,141,🔥,100
post,2381061422,141,❤,54
post,2381061422,141,❤‍🔥,14
post,2381061422,141,💯,1
post,2381061422,144,ReactionPaid(),2
post,2381061422,144,❤,151
post,2381061422,144,😢,27
post,2381061422,144,💯,26
post,2381061422,144,👍,6
post,2381061422,144,❤‍🔥,3
post,2381061422,144,🔥,2
post,2381061422,145,ReactionPaid(),2
post,2381061422,145,❤,120
post,2381061422,145,💯,10
post,2381061422,145,😍,8
post,2381061422,145,❤‍🔥,2
post,2381061422,145,😢,1
post,2381061422,146,ReactionPaid(),2
post,2381061422,146,❤,99
post,2381061422,146,🔥,26
post,2381061422,146,❤‍🔥,14
post,2381061422,146,💯,8
post,2381061422,146,😁,5
post,2381061422,146,👍,3
post,2381061422,147,ReactionPaid(),2
post,2381061422,147,❤,240
post,2381061422,147,👍,83
post,2381061422,147,🔥,36
post,2381061422,147,😍,16
post,2381061422,148,ReactionPaid(),2
post,2381061422,148,❤,149
post,2381061422,148,💯,35
post,2381061422,148,🥰,13
post,2381061422,148,❤‍🔥,8
post,2381061422,148,⚡,3
post,2381061422,148,🕊,1
post,2381061422,153,😍,47
post,2381061422,153,😁,19
post,2381061422,153,❤,9
post,2381061422,154,ReactionPaid(),1
post,2381061422,154,😁,107
post,2381061422,154,❤,41
post,2381061422,154,🤣,18
post,2381061422,154,👍,1
post,2381061422,155,ReactionPaid(),1
post,2381061422,155,❤,103
post,2381061422,155,❤‍🔥,25
post,2381061422,155,👍,21
post,2381061422,155,🔥,1
post,2381061422,155,👌,1
post,2381061422,155,🦄,1
post,2381061422,157,❤‍🔥,83
post,2381061422,157,❤,48
post,2381061422,157,👍,25
post,2381061422,157,🔥,6
post,2381061422,157,💯,1
post,2381061422,158,ReactionPaid(),1
post,2381061422,158,❤,157
post,2381061422,158,🔥,25
post,2381061422,158,❤‍🔥,13
post,2381061422,158,👍,6
post,2381061422,158,👏,2
post,2381061422,158,🕊,1
post,2381061422,159,ReactionPaid(),1
post,2381061422,159,❤,132
post,2381061422,159,🔥,38
post,2381061422,159,❤‍🔥,18
post,2381061422,159,🥰,1
post,2381061422,161,❤,94
post,2381061422,161,🔥,47
post,2381061422,161,🥰,11
post,2381061422,162,ReactionPaid(),1
post,2381061422,162,❤,111
post,2381061422,162,👏,33
post,2381061422,162,⚡,8
post,2381061422,162,💯,3
post,2381061422,162,🔥,2
post,2381061422,162,👍,1
post,2381061422,164,ReactionPaid(),1
post,2381061422,164,❤,69
post,2381061422,164,🔥,23
post,2381061422,164,❤‍🔥,6
post,2381061422,164,🤩,2
post,2381061422,165,ReactionPaid(),1
post,2381061422,165,❤,114
post,2381061422,165,👍,28
post,2381061422,165,🔥,13
post,2381061422,165,💯,6
post,2381061422,169,ReactionPaid(),1
post,2381061422,169,❤,116
post,2381061422,169,👍,30
post,2381061422,169,💯,12
post,2381061422,169,🥰,9
post,2381061422,170,ReactionPaid(),4
post,2381061422,170,❤,260
post,2381061422,170,🔥,61
post,2381061422,170,❤‍🔥,20
post,2381061422,170,😍,3
post,2381061422,171,ReactionPaid(),1
post,2381061422,171,❤,135
post,2381061422,171,🔥,19
post,2381061422,171,🙏,17
post,2381061422,171,👍,2
post,2381061422,171,😢,2
post,2381061422,171,✍,1
post,2381061422,171,🥰,1
post,2381061422,172,ReactionPaid(),1
post,2381061422,172,❤,129
post,2381061422,172,👍,30
post,2381061422,172,🥰,14
post,2381061422,172,🔥,2
post,2381061422,175,ReactionPaid(),1
post,2381061422,175,❤,56
post,2381061422,175,🔥,13
post,2381061422,175,🥰,2
post,2381061422,175,👍,1
post,2381061422,178,ReactionPaid(),1
post,2381061422,178,❤,89
post,2381061422,178,🔥,22
post,2381061422,178,🥰,11
post,2381061422,178,🙏,6
post,2381061422,178,❤‍🔥,2
post,2381061422,179,❤,53
post,2381061422,180,❤,53
post,2381061422,181,❤,58
post,2381061422,182,❤,64
post,2381061422,183,ReactionPaid(),1
post,2381061422,183,❤,68
post,2381061422,183,🔥,17
post,2381061422,183,💯,3
post,2381061422,183,❤‍🔥,1
post,2381061422,184,ReactionPaid(),1
post,2381061422,184,❤,100
post,2381061422,184,🔥,42
post,2381061422,184,👏,16
post,2381061422,184,🥱,1
post,2381061422,187,ReactionPaid(),1
post,2381061422,187,❤,105
post,2381061422,187,👍,17
post,2381061422,187,❤‍🔥,12
post,2381061422,187,🕊,1
post,2381061422,188,ReactionPaid(),1
post,2381061422,188,❤,101
post,2381061422,188,⚡,13
post,2381061422,188,🥰,8
post,2381061422,188,👍,3
post,2381061422,188,🙏,3
post,2381061422,188,💯,2
post,2381061422,189,ReactionPaid(),1
post,2381061422,189,❤,89
post,2381061422,189,👏,21
post,2381061422,189,💔,9
post,2381061422,189,🥰,7
post,2381061422,189,🔥,6
post,2381061422,189,👍,3
post,2381061422,193,❤,58
post,2381061422,193,🔥,16
post,2381061422,193,💯,8
post,2381061422,194,❤,58
post,2381061422,194,🔥,15
post,2381061422,194,❤‍🔥,8
post,2381061422,195,❤,52
post,2381061422,195,❤‍🔥,13
post,2381061422,195,⚡,9
post,2381061422,195,👍,4
post,2381061422,196,❤‍🔥,44
post,2381061422,196,❤,24
post,2381061422,196,🤗,5
post,2381061422,196,⚡,4
post,2381061422,197,ReactionPaid(),1
post,2381061422,197,❤‍🔥,42
post,2381061422,197,❤,15
post,2381061422,197,🔥,11
post,2381061422,197,👍,2
post,2381061422,198,ReactionPaid(),2
post,2381061422,198,🔥,59
post,2381061422,198,❤,50
post,2381061422,198,😁,8
post,2381061422,198,🍌,2
post,2381061422,198,🦄,1
post,2381061422,202,ReactionPaid(),1
post,2381061422,202,🔥,62
post,2381061422,202,❤‍🔥,20
post,2381061422,202,🙏,7
post,2381061422,202,👍,4
post,2381061422,206,ReactionPaid(),1
post,2381061422,206,🔥,97
post,2381061422,206,😁,36
post,2381061422,206,❤,31
post,2381061422,213,ReactionPaid(),1
post,2381061422,213,🔥,191
post,2381061422,213,❤,146
post,2381061422,213,🎄,38
post,2381061422,216,ReactionPaid(),2
post,2381061422,216,❤,40
post,2381061422,216,🔥,6
post,2381061422,216,👍,5
post,2381061422,217,ReactionPaid(),1
post,2381061422,217,❤,39
post,2381061422,217,❤‍🔥,7
post,2381061422,217,👍,5
post,2381061422,218,ReactionPaid(),1
post,2381061422,218,❤,40
post,2381061422,218,❤‍🔥,6
post,2381061422,218,🔥,5
post,2381061422,219,ReactionPaid(),1
post,2381061422,219,❤,38
post,2381061422,219,🔥,9
post,2381061422,219,👍,4
post,2381061422,220,ReactionPaid(),1
post,2381061422,220,❤‍🔥,55
post,2381061422,220,❤,39
post,2381061422,220,🔥,23
post,2381061422,220,👏,4
post,2381061422,225,ReactionPaid(),1
post,2381061422,225,❤,55
post,2381061422,225,🔥,23
post,2381061422,225,🥰,4
post,2381061422,225,😐,2
post,2381061422,225,🤔,1
post,2381061422,225,🙊,1
post,2381061422,226,ReactionPaid(),1
post,2381061422,226,❤,53
post,2381061422,226,🙏,14
post,2381061422,226,🔥,3
post,2381061422,226,👍,2
post,2381061422,230,❤,54
post,2381061422,230,😘,11
post,2381061422,230,🔥,5
post,2381061422,231,ReactionPaid(),1
post,2381061422,231,❤,106
post,2381061422,231,🥰,36
post,2381061422,231,🤗,17
post,2381061422,231,🎄,1
post,2381061422,231,💅,1
post,2381061422,232,ReactionPaid(),1
post,2381061422,232,❤,92
post,2381061422,232,🎄,27
post,2381061422,232,🎅,10
post,2381061422,232,🔥,7
post,2381061422,234,ReactionPaid(),2
post,2381061422,234,❤,140
post,2381061422,234,❤‍🔥,34
post,2381061422,234,💯,14
post,2381061422,234,👏,6
post,2381061422,234,🎄,4
post,2381061422,234,😍,3
post,2381061422,234,☃,2
post,2381061422,234,👍,1
post,2381061422,234,🤣,1
post,2381061422,236,❤,30
post,2381061422,236,🎉,4
post,2381061422,236,🙏,2
post,2381061422,237,ReactionPaid(),1
post,2381061422,237,❤,77
post,2381061422,237,🔥,55
post,2381061422,237,❤‍🔥,23
post,2381061422,237,🙏,4
post,2381061422,238,ReactionPaid(),1
post,2381061422,238,😁,81
post,2381061422,238,🤣,47
post,2381061422,238,❤,21
post,2381061422,238,🔥,11
post,2381061422,242,ReactionPaid(),1
post,2381061422,242,❤,96
post,2381061422,242,🔥,27
post,2381061422,242,💯,15
post,2381061422,242,❤‍🔥,7
post,2381061422,242,👍,3
post,2381061422,242,🦄,1
post,2381061422,243,ReactionPaid(),1
post,2381061422,243,❤,75
post,2381061422,243,💯,33
post,2381061422,243,🔥,13
post,2381061422,243,😢,4
post,2381061422,243,🕊,3
post,2381061422,245,ReactionPaid(),1
post,2381061422,245,❤,71
post,2381061422,245,❤‍🔥,12
post,2381061422,245,👍,2
post,2381061422,246,ReactionPaid(),1
post,2381061422,246,❤,60
post,2381061422,246,👍,19
post,2381061422,246,💯,17
post,2381061422,246,🕊,7
post,2381061422,247,ReactionPaid(),1
post,2381061422,247,❤,71
post,2381061422,247,💯,19
post,2381061422,247,❤‍🔥,12
post,2381061422,248,ReactionPaid(),1
post,2381061422,248,❤,62
post,2381061422,248,💯,10
post,2381061422,248,🕊,3
post,2381061422,249,ReactionPaid(),1
post,2381061422,249,❤,68
post,2381061422,249,🙏,4
post,2381061422,250,ReactionPaid(),2
post,2381061422,250,❤,100
post,2381061422,250,😍,13
post,2381061422,250,🍓,8
post,2381061422,250,❤‍🔥,5
post,2381061422,251,❤,73
post,2381061422,251,👏,15
post,2381061422,251,❤‍🔥,13
post,2381061422,251,🕊,2
post,2381061422,253,ReactionPaid(),1
post,2381061422,253,❤,57
post,2381061422,253,💔,36
post,2381061422,253,🤔,17
post,2381061422,254,ReactionPaid(),1
post,2381061422,254,❤,205
post,2381061422,254,💘,22
post,2381061422,254,❤‍🔥,16
post,2381061422,254,🥰,2
post,1984860111,4691,❤,11
post,1984860111,4691,🥰,8
post,1984860111,4691,🙏,1
post,1984860111,4692,🙏,14
post,1984860111,4692,❤,8
post,1984860111,4692,👍,2
post,1984860111,4693,👍,20
post,1984860111,4693,❤,3
post,1984860111,4693,😁,3
post,1984860111,4693,🙏,1
post,1984860111,4694,🙏,17
post,1984860111,4694,👍,14
post,1984860111,4694,❤,6
post,1984860111,4695,❤,23
post,1984860111,4695,👍,5
post,1984860111,4696,👍,22
post,1984860111,4696,❤,8
post,1984860111,4697,👍,19
post,1984860111,4697,❤,5
post,1984860111,4697,😁,4
post,1984860111,4698,👍,21
post,1984860111,4698,❤,12
post,1984860111,4699,❤,15
post,1984860111,4699,👍,10
post,1984860111,4700,❤,16
post,1984860111,4700,👍,8
post,1984860111,4700,😁,3
post,1984860111,4701,❤,16
post,1984860111,4701,👍,6
post,1984860111,4702,👍,15
post,1984860111,4702,❤,6
post,1984860111,4703,❤,12
post,1984860111,4703,👍,5
post,1984860111,4704,❤,11
post,1984860111,4705,❤,17
post,1984860111,4705,👍,3
post,1984860111,4706,❤,9
post,1984860111,4706,👍,4
post,1984860111,4707,❤,16
post,1984860111,4707,👍,2
post,1984860111,4708,❤,11
post,1984860111,4709,👍,10
post,1984860111,4709,❤,2
post,1984860111,4710,❤,9
post,1984860111,4710,👍,6
post,1984860111,4711,👍,13
post,1984860111,4712,👍,11
post,1984860111,4712,❤,1
post,1984860111,4713,❤,9
post,1984860111,4714,❤,9
post,1984860111,4715,❤,9
post,1984860111,4716,👍,6
post,1984860111,4717,❤,9
post,1984860111,4717,👍,1
post,1984860111,4718,👍,4
post,1984860111,4718,❤,1
